TF,context,n_mito_total,n_oxphos,n_mitoribo,n_apoptosis_pro,n_apoptosis_anti,apop_balance,apoptosis_pro_genes,apoptosis_anti_genes,n_metab_other,k,frac,hyperg_p,bh_fdr
ZNF408,BA_LE,22,2,9,1,0,1,Bak1,,10,96,0.22916666666666666,2.384781525546742e-9,4.457074437401153e-8
SP1,AP_LE,41,13,7,1,0,1,Bak1,,20,287,0.14285714285714285,2.7741680083161384e-9,5.140509608572127e-8
ZNF830,AP_LE,25,11,5,0,0,0,,,9,123,0.2032520325203252,2.8501066192684494e-9,5.236467076757626e-8
CREB1,AP_LE,44,16,11,0,0,0,,,17,323,0.13622291021671826,3.293464712969192e-9,6.000194535896814e-8
E2F6,AP_LE,46,11,10,0,0,0,,,25,350,0.13142857142857142,4.600050880997404e-9,8.310758591668643e-8
THAP1,AP_LE,40,8,9,1,0,1,Bok,,22,283,0.1413427561837456,5.905206126375595e-9,1.0580567671059744e-7
JUN,AP_LE,52,18,14,1,0,1,Bak1,,19,428,0.12149532710280374,7.142327407353553e-9,1.2593550410734745e-7
HESX1,AP_LE,28,14,5,0,0,0,,,9,157,0.17834394904458598,7.144864854798772e-9,1.2593550410734745e-7
TFAP2A,BA_LE,56,9,7,0,0,0,,,40,479,0.11691022964509394,7.564524769258376e-9,1.3225717499800128e-7
ZNF771,AP_LE,21,9,3,0,0,0,,,9,94,0.22340425531914893,8.937430332630851e-9,1.550107916891495e-7
FAM200B,HS_LE,12,9,0,0,0,0,,,3,30,0.4,1.146966146366001e-8,1.9735100042234048e-7
HESX1,BA_LE,28,11,6,0,0,0,,,11,161,0.17391304347826086,1.2699717746970788e-8,2.1679518169632024e-7
SRF,AP_LE,40,10,3,2,0,2,"Bak1,Bok",,25,291,0.13745704467353953,1.3181711129155629e-8,2.2326523225007346e-7
MYC,BA_TEB,58,3,6,1,0,1,Bid,,48,513,0.11306042884990253,1.3845459729356061e-8,2.326895867693329e-7
YY1,AP_LE,42,9,17,0,0,0,,,16,318,0.1320754716981132,1.8677247877819463e-8,3.1147902614702e-7
GTF2B,AP_LE,38,16,8,1,0,1,Bak1,,13,276,0.13768115942028986,2.9029857067792384e-8,4.767934100225295e-7
ZNF771,BA_LE,22,6,5,0,0,0,,,11,109,0.2018348623853211,2.8821538530613993e-8,4.767934100225295e-7
ZNF32,HS_LE,14,9,1,0,0,0,,,4,45,0.3111111111111111,3.015438088620473e-8,4.915390809119688e-7
MBD4,AP_LE,41,11,11,0,0,0,,,19,312,0.13141025641025642,3.1827232622996987e-8,5.149361218407273e-7
RFX5,AP_LE,41,14,7,1,0,1,Bak1,,19,313,0.13099041533546327,3.485772376310183e-8,5.597892230992946e-7
NFYB,AP_LE,43,13,6,1,0,1,Bak1,,23,342,0.12573099415204678,5.394935137514306e-8,8.600161307449277e-7
ESRRG,BA_LE,20,13,0,0,0,0,,,7,95,0.21052631578947367,5.8244925949844565e-8,9.217153245201679e-7
XBP1,BA_LE,30,5,5,1,0,1,Bak1,,19,194,0.15463917525773196,6.210606205444226e-8,9.756952357538466e-7
