human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,effect,pathway,is_core,is_mitochondrial,sources,in_GO,in_KEGG,in_Reactome,in_Hallmark,confidence,evidence_score,original_category,family_pathway,modality
SMAD6,Smad6,ENSG00000137834,ENSMUSG00000036867,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SNAI1,Snai1,ENSG00000124216,ENSMUSG00000042821,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SNAI2,Snai2,ENSG00000019549,ENSMUSG00000022676,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SNX6,Snx6,ENSG00000129515,ENSMUSG00000005656,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SOCS2,Socs2,ENSG00000120833,ENSMUSG00000020027,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SOD1,Sod1,ENSG00000142168,ENSMUSG00000022982,pro-survival,apoptosis,FALSE,TRUE,"GO_Anti_Human,GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,LIKELY,-1,Ambiguous,NA,NA
SOD2,Sod2,ENSG00000291237,ENSMUSG00000006818,pro-survival,apoptosis,FALSE,TRUE,"GO_Anti_Human,GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,LIKELY,-1,Ambiguous,NA,NA
SON,Son,ENSG00000159140,ENSMUSG00000022961,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SOX8,Sox8,ENSG00000005513,ENSMUSG00000024176,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SOX9,Sox9,ENSG00000125398,ENSMUSG00000000567,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SPHK1,Sphk1,ENSG00000176170,ENSMUSG00000061878,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SPRY2,Spry2,ENSG00000136158,ENSMUSG00000022114,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SQSTM1,Sqstm1,ENSG00000161011,ENSMUSG00000015837,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,LIKELY,-1,Ambiguous,NA,NA
SRC,Src,ENSG00000291971,ENSMUSG00000027646,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
STIL,Stil,ENSG00000123473,ENSMUSG00000028718,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SUPV3L1,Supv3l1,ENSG00000156502,ENSMUSG00000020079,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SYVN1,Syvn1,ENSG00000162298,ENSMUSG00000024807,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TAF9,Taf9,ENSG00000273841,ENSMUSG00000052293,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TAF9B,Taf9b,ENSG00000187325,ENSMUSG00000047242,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TAX1BP1,Tax1bp1,ENSG00000106052,ENSMUSG00000004535,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TBX1,Tbx1,ENSG00000184058,ENSMUSG00000009097,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TBX3,Tbx3,ENSG00000135111,ENSMUSG00000018604,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TCF7L2,Tcf7l2,ENSG00000148737,ENSMUSG00000024985,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TCIM,Tcim,ENSG00000176907,ENSMUSG00000056313,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TCL1A,Tcl1,ENSG00000100721,ENSMUSG00000041359,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TDGF1,NA,NA,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TEK,Tek,ENSG00000120156,ENSMUSG00000006386,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TERT,Tert,ENSG00000164362,ENSMUSG00000021611,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TGFBR3,Tgfbr3,ENSG00000069702,ENSMUSG00000029287,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
THOC6,Thoc6,ENSG00000131652,ENSMUSG00000041319,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TIAF1,NA,NA,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TIMP2,Timp2,ENSG00000035862,ENSMUSG00000017466,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
TJP1,Tjp1,ENSG00000277401,ENSMUSG00000030516,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TLE1,Tle1,ENSG00000196781,ENSMUSG00000008305,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TMBIM1,Tmbim1,ENSG00000135926,ENSMUSG00000006301,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TMBIM4,Tmbim4,ENSG00000155957,ENSMUSG00000020225,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TMBIM6,Tmbim6,ENSG00000139644,ENSMUSG00000023010,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TMEM14A,Tmem14a,ENSG00000096092,ENSMUSG00000025933,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TMEM161A,Tmem161a,ENSG00000064545,ENSMUSG00000002342,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TMIGD1,Tmigd1,ENSG00000182271,ENSMUSG00000020839,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TNFAIP3,Tnfaip3,ENSG00000118503,ENSMUSG00000019850,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TNFRSF10D,NA,ENSG00000173530,NA,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,KEGG",TRUE,TRUE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TNFRSF6B,NA,ENSG00000243509,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TNFSF18,Tnfsf18,ENSG00000120337,ENSMUSG00000066755,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TNIP2,Tnip2,ENSG00000168884,ENSMUSG00000059866,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TOPORS,Topors,ENSG00000197579,ENSMUSG00000036822,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TOX3,Tox3,ENSG00000103460,ENSMUSG00000043668,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TPT1,Tpt1,ENSG00000133112,ENSMUSG00000060126,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TRAF2,Traf2,ENSG00000127191,ENSMUSG00000026942,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,KEGG",TRUE,TRUE,FALSE,FALSE,LIKELY,-1,Ambiguous,NA,NA
TRAP1,Trap1,ENSG00000126602,ENSMUSG00000005981,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TRIAP1,Triap1,ENSG00000170855,ENSMUSG00000029535,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TRIM27,Trim27,ENSG00000233948,ENSMUSG00000021326,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TRIM32,Trim32,ENSG00000119401,ENSMUSG00000051675,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TSLP,Tslp,ENSG00000145777,ENSMUSG00000024379,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TXNDC12,Txndc12,ENSG00000117862,ENSMUSG00000028567,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TXNDC5,Txndc5,ENSG00000239264,ENSMUSG00000038991,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
TYRO3,Tyro3,ENSG00000092445,ENSMUSG00000027298,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
UBA52,Uba52-ps1,ENSG00000221983,NA,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,LIKELY,-1,Ambiguous,NA,NA
UBE2O,Ube2o,ENSG00000175931,ENSMUSG00000020802,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
UFM1,Ufm1,ENSG00000120686,ENSMUSG00000027746,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
UNC5B,Unc5b,ENSG00000107731,ENSMUSG00000020099,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
URI1,Uri1,ENSG00000105176,ENSMUSG00000030421,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
USP47,Usp47,ENSG00000170242,ENSMUSG00000059263,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
VDAC1,Vdac1,ENSG00000213585,ENSMUSG00000020402,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
VEGFA,Vegfa,ENSG00000112715,ENSMUSG00000023951,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
VHL,Vhl,ENSG00000134086,ENSMUSG00000033933,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
VIP,Vip,ENSG00000146469,ENSMUSG00000019772,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
VNN1,Vnn1,ENSG00000112299,ENSMUSG00000037440,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
VSTM2L,Vstm2l,ENSG00000132821,ENSMUSG00000037843,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
VTCN1,Vtcn1,ENSG00000134258,ENSMUSG00000051076,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
WDR73,Wdr73,ENSG00000177082,ENSMUSG00000025722,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
WEE1,Wee1,ENSG00000166483,ENSMUSG00000031016,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
WFS1,Wfs1,ENSG00000109501,ENSMUSG00000039474,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
WNK3,Wnk3,ENSG00000196632,ENSMUSG00000041245,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
WNT1,Wnt1,ENSG00000125084,ENSMUSG00000022997,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
WNT11,Wnt11,ENSG00000085741,ENSMUSG00000015957,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
WNT5A,Wnt5a,ENSG00000114251,ENSMUSG00000021994,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
WT1,Wt1,ENSG00000184937,ENSMUSG00000016458,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
XBP1,Xbp1,ENSG00000100219,ENSMUSG00000020484,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
YAP1,Yap1,ENSG00000137693,ENSMUSG00000053110,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
YBX3,Ybx3,ENSG00000060138,ENSMUSG00000030189,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
YME1L1,Yme1l1,ENSG00000136758,ENSMUSG00000026775,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
YWHAZ,Ywhaz,ENSG00000164924,ENSMUSG00000022285,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,LIKELY,-1,Ambiguous,NA,NA
ZFAND6,Zfand6,ENSG00000086666,ENSMUSG00000030629,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ZMYND11,Zmynd11,ENSG00000015171,ENSMUSG00000021156,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ZNF16,NA,ENSG00000170631,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ZNF304,NA,ENSG00000131845,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ZNF385A,Zfp385a,ENSG00000161642,ENSMUSG00000000552,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ZNF830,Zfp830,ENSG00000198783,ENSMUSG00000046010,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ZPR1,Zpr1,ENSG00000109917,ENSMUSG00000032078,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ADD1,Add1,ENSG00000087274,ENSMUSG00000029106,unclassified,apoptosis,FALSE,FALSE,"Hallmark,Reactome",FALSE,FALSE,TRUE,TRUE,UNCLEAR,0,Unspecified,NA,NA
ARHGEF2,Arhgef2,ENSG00000116584,ENSMUSG00000028059,unclassified,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,UNCLEAR,0,Ambiguous,NA,NA
AVPR1A,Avpr1a,ENSG00000166148,ENSMUSG00000020123,unclassified,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,UNCLEAR,0,Unspecified,NA,NA
BCL2L10,Bcl2l10,ENSG00000137875,ENSMUSG00000032191,unclassified,apoptosis,FALSE,TRUE,"GO_Anti_Human,GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,UNCLEAR,0,Ambiguous,NA,NA
BCL2L14,Bcl2l14,ENSG00000121380,ENSMUSG00000030200,unclassified,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
BCL6,Bcl6,ENSG00000113916,ENSMUSG00000022508,unclassified,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,UNCLEAR,0,Ambiguous,NA,NA
BIRC4,NA,NA,NA,unclassified,apoptosis,FALSE,FALSE,KEGG,FALSE,TRUE,FALSE,FALSE,UNCLEAR,0,Unspecified,NA,NA
BNIP3,Bnip3,ENSG00000176171,ENSMUSG00000078566,unclassified,apoptosis,FALSE,TRUE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,UNCLEAR,0,Ambiguous,NA,NA
CCAR2,Ccar2,ENSG00000158941,ENSMUSG00000033712,unclassified,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,UNCLEAR,0,Ambiguous,NA,NA
CCL5,Ccl5,ENSG00000274233,ENSMUSG00000035042,unclassified,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,UNCLEAR,0,Ambiguous,NA,NA
CDC25B,Cdc25b,ENSG00000101224,ENSMUSG00000027330,unclassified,apoptosis,FALSE,FALSE,"Hallmark,Reactome",FALSE,FALSE,TRUE,TRUE,UNCLEAR,0,Unspecified,NA,NA
CHP,NA,NA,NA,unclassified,apoptosis,FALSE,FALSE,KEGG,FALSE,TRUE,FALSE,FALSE,UNCLEAR,0,Unspecified,NA,NA
CHUK,Chuk,ENSG00000213341,ENSMUSG00000025199,unclassified,apoptosis,FALSE,FALSE,KEGG,FALSE,TRUE,FALSE,FALSE,UNCLEAR,0,Unspecified,NA,NA
CSF2RB,"Csf2rb,Csf2rb2",ENSG00000100368,NA,unclassified,apoptosis,FALSE,FALSE,KEGG,FALSE,TRUE,FALSE,FALSE,UNCLEAR,0,Unspecified,NA,NA
CTNNB1,Ctnnb1,ENSG00000168036,ENSMUSG00000006932,unclassified,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Hallmark,Reactome",TRUE,FALSE,TRUE,TRUE,UNCLEAR,0,Ambiguous,NA,NA
DBNL,Dbnl,ENSG00000136279,ENSMUSG00000020476,unclassified,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
DSG2,Dsg2,ENSG00000046604,ENSMUSG00000044393,unclassified,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
DSPP,NA,ENSG00000152591,NA,unclassified,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
ERBB2,Erbb2,ENSG00000141736,ENSMUSG00000062312,unclassified,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,UNCLEAR,0,Unspecified,NA,NA
ERC2,Erc2,ENSG00000187672,ENSMUSG00000040640,unclassified,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
F2R,F2r,ENSG00000181104,ENSMUSG00000048376,unclassified,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,UNCLEAR,0,Ambiguous,NA,NA
FASN,Fasn,ENSG00000169710,ENSMUSG00000025153,unclassified,apoptosis,FALSE,TRUE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
FNIP1,Fnip1,ENSG00000217128,ENSMUSG00000035992,unclassified,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,UNCLEAR,0,Ambiguous,NA,NA
FZD9,Fzd9,ENSG00000188763,ENSMUSG00000049551,unclassified,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,UNCLEAR,0,Ambiguous,NA,NA
GRN,Grn,ENSG00000030582,ENSMUSG00000034708,unclassified,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,UNCLEAR,0,Ambiguous,NA,NA
GUCY2D,Gucy2e,ENSG00000132518,ENSMUSG00000020890,unclassified,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,UNCLEAR,0,Unspecified,NA,NA
H1-1,NA,ENSG00000124610,NA,unclassified,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
H1-2,H1f2,ENSG00000187837,ENSMUSG00000036181,unclassified,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
H1-3,H1f3,ENSG00000124575,ENSMUSG00000052565,unclassified,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
H1-4,NA,ENSG00000168298,NA,unclassified,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,UNCLEAR,0,Unspecified,NA,NA
