human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,effect,pathway,is_core,is_mitochondrial,sources,in_GO,in_KEGG,in_Reactome,in_Hallmark,confidence,evidence_score,original_category,family_pathway,modality
APBB1,Apbb1,ENSG00000166313,ENSMUSG00000037032,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
APC,Apc,ENSG00000134982,ENSMUSG00000005871,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
APH1A,Aph1a,ENSG00000117362,ENSMUSG00000015750,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
APH1B,Aph1b,ENSG00000138613,ENSMUSG00000032375,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
APPL1,Appl1,ENSG00000157500,ENSMUSG00000040760,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
ARHGEF1,Arhgef1,ENSG00000076928,ENSMUSG00000040940,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF11,Arhgef11,ENSG00000132694,ENSMUSG00000041977,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF12,Arhgef12,ENSG00000196914,ENSMUSG00000059495,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF16,Arhgef16,ENSG00000130762,ENSMUSG00000029032,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF17,Arhgef17,ENSG00000110237,ENSMUSG00000032875,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF18,Arhgef18,ENSG00000104880,ENSMUSG00000004568,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF19,Arhgef19,ENSG00000291381,ENSMUSG00000028919,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF26,Arhgef26,ENSG00000277101,ENSMUSG00000036885,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF3,Arhgef3,ENSG00000163947,ENSMUSG00000021895,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF4,Arhgef4,ENSG00000136002,ENSMUSG00000037509,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF5,Arhgef5,ENSG00000050327,ENSMUSG00000033542,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF6,Arhgef6,ENSG00000129675,ENSMUSG00000031133,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF7,Arhgef7,ENSG00000102606,ENSMUSG00000031511,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARHGEF9,Arhgef9,ENSG00000131089,ENSMUSG00000025656,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ARL6IP5,Arl6ip5,ENSG00000144746,ENSMUSG00000035199,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ATF2,Atf2,ENSG00000115966,ENSMUSG00000027104,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ATF3,Atf3,ENSG00000162772,ENSMUSG00000026628,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ATF4,Atf4,ENSG00000128272,ENSMUSG00000042406,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ATF6,Atf6,ENSG00000118217,ENSMUSG00000026663,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ATM,Atm,ENSG00000149311,ENSMUSG00000034218,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,KEGG",TRUE,TRUE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ATP2A3,Atp2a3,ENSG00000074370,ENSMUSG00000020788,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BACE1,Bace1,ENSG00000186318,ENSMUSG00000032086,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BCAP31,Bcap31,ENSG00000185825,ENSMUSG00000002015,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark,Reactome",TRUE,FALSE,TRUE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BCL10,Bcl10,ENSG00000142867,ENSMUSG00000028191,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,LIKELY,1,Ambiguous,NA,NA
BCL2L13,Bcl2l13,ENSG00000099968,ENSMUSG00000009112,pro-death,apoptosis,FALSE,TRUE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BCLAF1,Bclaf1,ENSG00000029363,ENSMUSG00000037608,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BEX3,Bex3,ENSG00000166681,ENSMUSG00000046432,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,1,Ambiguous,NA,NA
BGN,Bgn,ENSG00000182492,ENSMUSG00000031375,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
BIK,Bik,ENSG00000100290,ENSMUSG00000016758,pro-death,apoptosis,FALSE,TRUE,Hallmark,FALSE,FALSE,FALSE,TRUE,HIGH_CONFIDENCE,2,Unspecified,NA,NA
BIN1,Bin1,ENSG00000136717,ENSMUSG00000024381,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BLID,NA,ENSG00000259571,NA,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BLK,Blk,ENSG00000136573,ENSMUSG00000014453,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BLOC1S2,Bloc1s2,ENSG00000196072,ENSMUSG00000057506,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BMP2,Bmp2,ENSG00000125845,ENSMUSG00000027358,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BMP4,Bmp4,ENSG00000125378,ENSMUSG00000021835,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,1,Ambiguous,NA,NA
BMX,Bmx,ENSG00000102010,ENSMUSG00000031377,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
BRMS1,Brms1,ENSG00000174744,ENSMUSG00000080268,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BTG1,Btg1,ENSG00000133639,ENSMUSG00000036478,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
BTG2,Btg2,ENSG00000159388,ENSMUSG00000020423,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,HIGH_CONFIDENCE,2,Unspecified,NA,NA
C1QBP,C1qbp,ENSG00000108561,ENSMUSG00000018446,pro-death,apoptosis,FALSE,TRUE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
C2,C2,ENSG00000231543,ENSMUSG00000024371,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,GO_Pro_Mouse",TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
C3,C3,ENSG00000125730,ENSMUSG00000024164,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,GO_Pro_Mouse",TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
C3ORF38,4930453N24Rik,ENSG00000179021,ENSMUSG00000059920,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
C4A,"C4a,C4b",ENSG00000244731,NA,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
C4B,"C4a,C4b",ENSG00000228267,NA,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CALHM2,Calhm2,ENSG00000138172,ENSMUSG00000033033,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CAPN1,Capn1,ENSG00000014216,ENSMUSG00000024942,pro-death,apoptosis,FALSE,FALSE,"KEGG,Reactome",FALSE,TRUE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
CAPN2,Capn2,ENSG00000162909,ENSMUSG00000026509,pro-death,apoptosis,FALSE,FALSE,"KEGG,Reactome",FALSE,TRUE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
CAPNS2,Capns2,ENSG00000256812,ENSMUSG00000078144,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
CARD8,NA,ENSG00000105483,NA,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CARD9,Card9,ENSG00000187796,ENSMUSG00000026928,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CASP1,Casp1,ENSG00000137752,ENSMUSG00000025888,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CASP12,NA,ENSG00000204403,NA,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CASP4,Casp4,ENSG00000196954,ENSMUSG00000033538,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CASP5,NA,ENSG00000137757,NA,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CASP8AP2,Casp8ap2,ENSG00000288475,ENSMUSG00000028282,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CAV1,Cav1,ENSG00000105974,ENSMUSG00000007655,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,LIKELY,1,Ambiguous,NA,NA
CCAR1,Ccar1,ENSG00000060339,ENSMUSG00000020074,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CCL2,Ccl12,ENSG00000108691,ENSMUSG00000035352,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,1,Ambiguous,NA,NA
CCL3,NA,ENSG00000274221,NA,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CCNA1,Ccna1,ENSG00000133101,ENSMUSG00000027793,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
CD14,Cd14,ENSG00000170458,ENSMUSG00000051439,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
CD160,Cd160,ENSG00000117281,ENSMUSG00000038304,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CD2,Cd2,ENSG00000116824,ENSMUSG00000027863,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
CD274,Cd274,ENSG00000120217,ENSMUSG00000016496,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CD300LF,Cd300lf,ENSG00000186074,ENSMUSG00000047798,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CD40,Cd40,ENSG00000101017,ENSMUSG00000017652,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CD40LG,Cd40lg,ENSG00000102245,ENSMUSG00000031132,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,1,Ambiguous,NA,NA
CD69,Cd69,ENSG00000110848,ENSMUSG00000030156,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
CDC25A,Cdc25a,ENSG00000164045,ENSMUSG00000032477,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
CDK5,Cdk5,ENSG00000164885,ENSMUSG00000028969,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CDK5R1,Cdk5r1,ENSG00000176749,ENSMUSG00000048895,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CDKN1A,Cdkn1a,ENSG00000124762,ENSMUSG00000023067,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
CDKN1B,Cdkn1b,ENSG00000111276,ENSMUSG00000003031,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,HIGH_CONFIDENCE,2,Unspecified,NA,NA
CDKN2A,Cdkn2a,ENSG00000147889,ENSMUSG00000044303,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CHCHD10,Chchd10,ENSG00000273607,ENSMUSG00000049422,pro-death,apoptosis,FALSE,TRUE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CLEC7A,Clec7a,ENSG00000172243,ENSMUSG00000079293,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CLIP3,Clip3,ENSG00000105270,ENSMUSG00000013921,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CLU,Clu,ENSG00000120885,ENSMUSG00000022037,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,LIKELY,1,Ambiguous,NA,NA
COL4A3,Col4a3,ENSG00000169031,ENSMUSG00000079465,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CRADD,Cradd,ENSG00000169372,ENSMUSG00000045867,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CREBBP,Crebbp,ENSG00000005339,ENSMUSG00000022521,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
CSRNP3,Csrnp3,ENSG00000178662,ENSMUSG00000044647,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CTLA4,Ctla4,ENSG00000163599,ENSMUSG00000026011,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CTNNBL1,Ctnnbl1,ENSG00000132792,ENSMUSG00000027649,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CYLD,Cyld,ENSG00000083799,ENSMUSG00000036712,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark,Reactome",TRUE,FALSE,TRUE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
CYP1B1,Cyp1b1,ENSG00000138061,ENSMUSG00000024087,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DAB2IP,Dab2ip,ENSG00000136848,ENSMUSG00000026883,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DAP,Dap,ENSG00000112977,ENSMUSG00000039168,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DAPK1,Dapk1,ENSG00000196730,ENSMUSG00000021559,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DAPK2,Dapk2,ENSG00000035664,ENSMUSG00000032380,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DAPK3,Dapk3,ENSG00000167657,ENSMUSG00000034974,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DCC,Dcc,ENSG00000187323,ENSMUSG00000060534,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,2,Unspecified,NA,NA
DCUN1D3,Dcun1d3,ENSG00000188215,ENSMUSG00000048787,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DDIT3,Ddit3,ENSG00000175197,ENSMUSG00000025408,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DDX20,Ddx20,ENSG00000064703,ENSMUSG00000027905,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DDX3X,Ddx3x,ENSG00000215301,ENSMUSG00000000787,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,1,Ambiguous,NA,NA
DEDD2,Dedd2,ENSG00000160570,ENSMUSG00000054499,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DFFB,Dffb,ENSG00000169598,ENSMUSG00000029027,pro-death,apoptosis,FALSE,FALSE,"KEGG,Reactome",FALSE,TRUE,TRUE,FALSE,HIGH_CONFIDENCE,2,Unspecified,NA,NA
DKKL1,Dkkl1,ENSG00000104901,ENSMUSG00000030792,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DLC1,Dlc1,ENSG00000164741,ENSMUSG00000031523,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DNAJA1,Dnaja1,ENSG00000086061,ENSMUSG00000028410,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,LIKELY,1,Ambiguous,NA,NA
DNM1L,Dnm1l,ENSG00000087470,ENSMUSG00000022789,pro-death,apoptosis,FALSE,TRUE,"GO_Pro_Human,Hallmark,Reactome",TRUE,FALSE,TRUE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DNM2,Dnm2,ENSG00000079805,ENSMUSG00000033335,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DSG1,"Dsg1a,Dsg1b",ENSG00000134760,NA,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
DSG3,Dsg3,ENSG00000134757,ENSMUSG00000056632,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
DUSP6,Dusp6,ENSG00000139318,ENSMUSG00000019960,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DUSP9,Dusp9,ENSG00000130829,ENSMUSG00000031383,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
DYNLL2,Dynll2,ENSG00000264364,ENSMUSG00000020483,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,2,Unspecified,NA,NA
E2F1,E2f1,ENSG00000101412,ENSMUSG00000027490,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
E2F3,E2f3,ENSG00000112242,ENSMUSG00000016477,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ECSCR,Ecscr,ENSG00000249751,ENSMUSG00000073599,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ECT2,Ect2,ENSG00000114346,ENSMUSG00000027699,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
EEF1E1,Eef1e1,ENSG00000124802,ENSMUSG00000001707,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
